大類,次分類,目錄排序,穴組名稱,穴名,位置,針法,解析,圖片,理論與發揮,主治關鍵字,頁碼
痛症,肩背腰臀,105,骶尾骨痛二針,心門穴,手撫胸取穴，穴在小腸經合穴附近，尺骨鷹嘴突起之上端，距肘尖1.5寸是穴。（附圖48）,針入 1.5~2 寸，患者有針感後，行強刺激捻針 1 分鐘，同時囑患者活動腰臀，留針 30 分鐘。每 10 分鐘捻針 1 次，留針期間囑患者每 5 分鐘活動腰臀半分鐘。,"（1）心門穴等同於小腸經合穴，根據太極對應，本穴位於前臂之尾部，與臀尾對應，故心門能治療大腿內側（包括鼠蹊）痛、坐骨神經痛（對太陽經走向之坐骨神經痛尤為有效，蓋手太陽通足太陽也）及骶尾骨痛。 (2) 心門貼骨進針能應腎治骨, 故心門善治骶尾骨痛。",images/圖3-15_心門穴.jpg,此為經絡、全息、體應組成的特效對針。筆者常用心門穴配後會穴治療所有型別的尾椎痛，療效極佳。心門在前臂下段對應下焦，可治療尾椎痛，治療時應貼骨進針；後會穴在督脈，可治療脊柱病，在頭部之全息中屬後段，對應尾椎。心門穴配後會穴治療尾椎痛甚效，稱為“骶尾楊二針”。,骶尾骨痛,163
痛症,肩背腰臀,105,骶尾骨痛二針,後會穴,在正會穴直後1.6寸，本穴位置與督脈之後頂穴位置相符。（附圖26）,以 1 寸毫針直刺入 3~5 分。然後一邊捻針一邊囑患者活動骶尾部，約 1 分鐘，留針 30 分鐘，留針時患者可走動，可做上下蹲起活動，每 10 分鐘運針 1 次，運針時仍囑患者活動骶尾部。,"(1) 根據太極對應, 後會對應骶尾, 故後會善治尾椎痛。 （2）後會區域疼痛也可以針尾椎附近的穴位（如沖霄穴），有特效。後會與百會倒馬並用，效果尤佳。",images/圖10-10_後會穴.jpg,此為經絡、全息、體應組成的特效對針。筆者常用心門穴配後會穴治療所有型別的尾椎痛，療效極佳。心門在前臂下段對應下焦，可治療尾椎痛，治療時應貼骨進針；後會穴在督脈，可治療脊柱病，在頭部之全息中屬後段，對應尾椎。心門穴配後會穴治療尾椎痛甚效，稱為“骶尾楊二針”。,骶尾骨痛,163
痛症,手足,106,肱骨外上髁炎二針,曲後穴,屈肘拱胸，當肘橫紋外端凹陷處（屈肘橫紋頭陷中）為曲池，再沿肘橫紋頭向前延伸至骨前緣即為曲後穴。（附圖49）,取健側穴貼骨進針，直刺1.5寸。針入後令患者伸屈活動患肘1~2分鐘。留針30分鐘，每隔10分鐘捻針1次，捻針時囑患者伸屈活動患肘。,"（1）曲後即曲池向肘骨尖延伸至骨前緣。進針時貼骨進針，這種緊貼骨緣下針的手法，正符合《黃帝內經》中：“短刺者，刺骨痺，稍搖而深之，致針骨所，以上下摩骨也。” (2) 現代研究有 “骨膜傳導” 之說, 骨膜上有很多神經及血管, 針刺抵骨或貼骨, 透過骨膜傳導, 能治療一些骨關節疾病, 效果甚佳。肱骨外上髁炎, 又稱網球肘, 屬於骨痺, 針刺曲後穴治療肱骨外上髁炎效果很好。 （3）左病取右，右病取左，一是求平衡，二是讓患處活動，動引針氣，療效更佳。在治療期間，應建議患者多休息，手臂避擴音拿重物。",,此為體應取穴（筋骨並治）及臟腑別通組成的特效對針。治療時取健側曲後穴及手三里穴，筋骨並治，治療肱骨外上髁炎（即網球肘）甚效，稱為“網球肘二針”。肱骨外上髁炎發病部位在大腸經外緣，治療時取健側靈骨穴作為牽引穴，療效更快，還能讓患處活動方便。手三里穴配曲後穴倒馬，再配健側靈骨穴做牽引，這是治療肱骨外上髁炎的最佳組合，筆者用此法快速治癒多例網球選手。治療期間患肢應適當減少活動，避擴音拿重物。 筆者按：靈骨在手背拇指與食指叉骨間，第1掌骨與第2掌骨接合處，與重仙穴相通。針刺時取患側穴位，握拳取穴，在拇指、食指叉骨間，第1掌骨與第2掌骨接合處貼骨進針，直刺1.5寸。針入後令患者活動肘部1~2分鐘。留針30分鐘，每隔10分鐘捻針1次，捻針時囑患者活動患肘。,肱骨外上髁炎,164
痛症,手足,106,肱骨外上髁炎二針,手三里,在前臂背面橈側，當陽溪與曲池的連線上，肘橫紋下2寸，握拳屈肘時肱橈肌部凹陷處。（附圖49）,取健側穴位，握拳屈肘取穴，直刺約1寸，得氣後施以提插捻轉手法，強刺激，令患者伸屈患肘活動1~2分鐘，留針30分鐘，每隔10分鐘捻針1次，捻針時囑患者活動患肘。,（1）手三里是大腸經的重要穴位，由於陽明經多氣多血，故本穴善於調理氣血，還能祛風活絡，因此本穴擅長治療經絡疾病。 （2）基於本穴位置所在，歷代醫家均認為手三里為治療肩背痛及臂痛要穴（見《通玄指要賦》《勝玉歌》《席弘賦》《雜病穴法歌》）。 （3）本穴在銳肉之端，即筋肉特別隆起的地方，或可說是有“分理”的肉，古人對此皆以“筋”論，故本穴擅長治療筋病，本穴是治療肱骨外上髁炎的特效針。,,此為體應取穴（筋骨並治）及臟腑別通組成的特效對針。治療時取健側曲後穴及手三里穴，筋骨並治，治療肱骨外上髁炎（即網球肘）甚效，稱為“網球肘二針”。肱骨外上髁炎發病部位在大腸經外緣，治療時取健側靈骨穴作為牽引穴，療效更快，還能讓患處活動方便。手三里穴配曲後穴倒馬，再配健側靈骨穴做牽引，這是治療肱骨外上髁炎的最佳組合，筆者用此法快速治癒多例網球選手。治療期間患肢應適當減少活動，避擴音拿重物。 筆者按：靈骨在手背拇指與食指叉骨間，第1掌骨與第2掌骨接合處，與重仙穴相通。針刺時取患側穴位，握拳取穴，在拇指、食指叉骨間，第1掌骨與第2掌骨接合處貼骨進針，直刺1.5寸。針入後令患者活動肘部1~2分鐘。留針30分鐘，每隔10分鐘捻針1次，捻針時囑患者活動患肘。,肱骨外上髁炎,164
痛症,手足,107,肱骨內上髁炎二針,心門穴,手撫胸取穴，穴在小腸經合穴附近，尺骨鷹嘴突起之上端，距肘尖1.5寸是穴。（附圖48）,手撫胸取穴，針入1.5~2寸，患者有針感後，行強刺激捻針1分鐘，同時囑患者活動患肢，留針 30 分鐘，每 10 分鐘捻針 1 次，留針期間囑患者每 5 分鐘活動患肢半分鐘。,（1）肱骨內上髁炎又稱為高爾夫球肘，其痛點在手太陽小腸經沿線。心門穴在小腸經上，靠近小腸經合穴，治療肱骨內上髁炎時取健側心門穴針刺，即以左治右，以右治左，療效顯著。 (2)針刺時緊貼骨緣下針，即“以骨治骨”（五體相應），且本穴在手太陽經上，因此治療肱骨內上髁炎有效。,images/圖3-15_心門穴.jpg,此為經絡循經、體應針法取穴及“輸穴主體重節痛”組成的特效對針。治療肱骨內上髁炎當針刺健側心門穴，並加患側小腸經之輸穴後溪穴作為牽引穴，療效甚佳，此兩穴稱為“高爾夫球肘二針”。,肱骨內上髁炎,165
痛症,手足,107,肱骨內上髁炎二針,後溪,在手掌尺側，微握拳，小指本節（第5掌指關節）後的遠側掌橫紋頭赤白肉際處。（附圖12）,患者坐位或俯臥位，取患側後溪穴，常規消毒後，用30號毫針直刺2寸，中等刺激，邊捻針邊讓患者活動肘部，留針20~30分鐘。中間行針3次，每次運針1分鐘。,本穴為手太陽小腸經輸穴，“輸穴主治體重節痛”，且肱骨內上髁炎痛點在手太陽經小腸經上，“經絡所過，主治所及”，所以針刺本穴治療肱骨內上髁炎有效。,,此為經絡循經、體應針法取穴及“輸穴主體重節痛”組成的特效對針。治療肱骨內上髁炎當針刺健側心門穴，並加患側小腸經之輸穴後溪穴作為牽引穴，療效甚佳，此兩穴稱為“高爾夫球肘二針”。,肱骨內上髁炎,165
痛症,手足,108,手指痛二針,五虎一穴,在大指掌面第1節之橈側。（附圖40）,五虎穴位於陰掌大指第1節A線上（靠大指側赤白肉際），計5穴，取穴採用六分點法，自上而下，即自指尖向手掌順數，依序為五虎一、五虎二、五虎三、五虎四、五虎五。取對側五虎一穴刺針，針入後令患者輕微活動手指1~2分鐘。留針30分鐘，每5~10分鐘捻針1次，捻針時囑患者活動患側手指。,"(1) 五虎穴用途廣泛, 主治和適應證很多, 全息對應意義更強。 （2）手為勞動器官，足為運動器官，與大腦神經關係密切，手部以拇指的活動力最強，拇指與大腦聯絡最為密切，故本穴鎮定止痛作用甚強。 (3) 本穴善治手腳之病, 與艮卦、震卦有關。大指先天卦為震卦, 震卦屬木, 後天卦為艮卦, 艮卦屬土。艮卦覆碗 (☐), 艮卦像碗一樣扣在那兒, 上邊一橫形容大拇指, 下邊 4 個短橫形容其他四個靈活的手指, 故艮為手。震卦仰盂 (☐), 震卦為上空底實之象, 震之一陽動在下, 故凡動之在下者, 皆為震卦, 故震為足。",,此為兩個特效針遠近配合組成的特效對針。治療指關節痛，包括五指皆痛，或任何一個指節痛，都可以取健側五虎一作為治療針，效果很好，加針健側側三里，兩針遠近配合，效果更好。,手指痛,166
痛症,手足,108,手指痛二針,側三里穴,側三里穴在小腿前外側，當犢鼻下3寸，距脛骨前緣一橫指向外（少陽經方向）橫開1.5寸。（附圖53）,直刺進針 0.5~1 寸，進針得氣後，囑患者左右輕微活動患處（不可前後活動），留針 30 分鐘，每 5~10 分鐘捻針 1 次。並囑患者每隔幾分鐘即左右輕微活動患處。,側三里位於足三里外側1.5寸，在陽明經(土經)與少陽經(木經)之間，治療因木土（筋、肉）不和而引起的風痰證有特效，還可以治療與陽明經、少陽經有關的病證，如手指、手腕、手掌疼痛。根據筆者經驗，本穴與側下三里合用，可以產生更大的效果。,images/圖7-24_側三里穴.jpg,此為兩個特效針遠近配合組成的特效對針。治療指關節痛，包括五指皆痛，或任何一個指節痛，都可以取健側五虎一作為治療針，效果很好，加針健側側三里，兩針遠近配合，效果更好。,手指痛,166
痛症,手足,109,指屈肌腱狹窄性腱鞘炎二針,五虎一穴,在大指掌面第1節之橈側。（附圖40）,取對側五虎一穴針刺，針入後令患者屈伸活動患側手指1分鐘。留針30分鐘，每5~10分鐘捻針1次，捻針時囑患者活動患指。,指屈肌腱狹窄性腱鞘炎又稱扳機指。具體效用參見本書“手指痛”五虎穴“解析”內容。,,此為太極全息對應及絡穴配伍組成的特效對針。五虎一太極全息對應五指，外關為絡穴，兩穴合用可治療五指疼痛。治療指屈肌腱狹窄性腱鞘炎取健側五虎一穴為主，加配健側外關。兩針配合，效果甚佳。指屈肌腱狹窄性腱鞘炎可發生在任何一個手指，配合瀉患側尺澤，效果頗佳。指屈肌腱狹窄性腱鞘炎患者常在患指下連結手掌處的指根掌面上有筋結，可以自行按摩，好得更快。,指屈肌腱狹窄性腱鞘炎,167
痛症,手足,109,指屈肌腱狹窄性腱鞘炎二針,外關,在前臂背側，當陽池與肘尖的連線上，腕背橫紋上2寸，尺骨與橈骨之間。（附圖46）,健側取穴。用毫針直刺0.5~1寸，進針後行瀉法，得氣後提插捻轉1~2分鐘後留針，並囑患者屈伸活動患指。一般留針30分鐘，每隔10分鐘捻針1次，捻針時仍囑患者活動患指0.5~1分鐘。,外關穴是手少陽三焦經的絡穴，手少陽三焦經與手厥陰心包經相表裡，故本穴理氣作用極強，又善治血分病，可謂氣血同調。《醫宗金鑑》中認為外關穴可治療五指疼痛，治療指屈肌腱狹窄性腱鞘炎尤其有效。,,此為太極全息對應及絡穴配伍組成的特效對針。五虎一太極全息對應五指，外關為絡穴，兩穴合用可治療五指疼痛。治療指屈肌腱狹窄性腱鞘炎取健側五虎一穴為主，加配健側外關。兩針配合，效果甚佳。指屈肌腱狹窄性腱鞘炎可發生在任何一個手指，配合瀉患側尺澤，效果頗佳。指屈肌腱狹窄性腱鞘炎患者常在患指下連結手掌處的指根掌面上有筋結，可以自行按摩，好得更快。,指屈肌腱狹窄性腱鞘炎,167
痛症,手足,110,橈骨莖突狹窄性腱鞘炎二針,左五虎一穴,在大指掌面第1節之橈側。（附圖40）,取雙側五虎一穴刺針，針入後令患者左右輕微活動患側手腕（切莫上下前後活動，反增疼痛）1~2分鐘。留針30分鐘，每5~10分鐘捻針1次，捻針時囑患者活動患手。,具體效用參見本書“手指痛”五虎穴“解析”內容。筆者以此穴治癒多例橈骨莖突狹窄性腱鞘炎患者。,,此為兩個相同穴位組成的特效對針，一穴為治療穴，一穴為牽引穴。筆者治療橈骨莖突狹窄性腱鞘炎，最常針刺健側五虎一穴，再加患側五虎一穴作為牽引穴，效果更佳。五虎一與疼痛部位之經絡（疼痛一般在大腸經上）及全息皆有聯絡，針刺五虎一治療效果甚好，唯用動氣針法時，只能囑患者左右輕微活動患側手腕，切莫上下前後活動，反增疼痛。也可針健側側三里穴，再加患側五虎一穴作為牽引穴，這也是治療橈骨莖突狹窄性腱鞘炎的特效對針。側三里穴之位置及效用，參見上文“手指痛”側三里穴“解析”內容。,橈骨莖突狹窄性腱鞘炎,168
痛症,手足,110,橈骨莖突狹窄性腱鞘炎二針,右五虎一穴,在大指掌面第1節之橈側。（附圖40）,取雙側五虎一穴刺針，針入後令患者左右輕微活動患側手腕（切莫上下前後活動，反增疼痛）1~2分鐘。留針30分鐘，每5~10分鐘捻針1次，捻針時囑患者活動患手。,具體效用參見本書“手指痛”五虎穴“解析”內容。筆者以此穴治癒多例橈骨莖突狹窄性腱鞘炎患者。,,此為兩個相同穴位組成的特效對針，一穴為治療穴，一穴為牽引穴。筆者治療橈骨莖突狹窄性腱鞘炎，最常針刺健側五虎一穴，再加患側五虎一穴作為牽引穴，效果更佳。五虎一與疼痛部位之經絡（疼痛一般在大腸經上）及全息皆有聯絡，針刺五虎一治療效果甚好，唯用動氣針法時，只能囑患者左右輕微活動患側手腕，切莫上下前後活動，反增疼痛。也可針健側側三里穴，再加患側五虎一穴作為牽引穴，這也是治療橈骨莖突狹窄性腱鞘炎的特效對針。側三里穴之位置及效用，參見上文“手指痛”側三里穴“解析”內容。,橈骨莖突狹窄性腱鞘炎,168
痛症,手足,111,腕管綜合徵二針,五虎一穴,在大指掌面第1節之橈側。（附圖40）,取健側五虎一穴，針入後令患者輕微活動患側手腕1分鐘。留針30分鐘，每5~10分鐘捻針1次，捻針時囑患者活動患側手腕。,參見“手指痛”五虎一穴“解析”內容。,,此為兩個特效針遠近配合組成的特效對針。治療腕管綜合徵最常取五虎一、側三里穴。根據太極全息對應，五虎一穴部位在上，所以能治療手指痠痛、肌腱炎、指屈肌腱狹窄性腱鞘炎、風溼性關節炎、手腕疼痛等。側三里穴善於治療木土（筋、肉）不和引起的病證，如手指、手腕、手掌疼痛等，效果甚好。此外針腎關穴治療手腕痛亦同側三里一樣，效果很好，這些都是手足對應理論的發揮。此外，側腕腕骨穴部位疼痛，多因摔倒時用手撐地所致，據筆者臨床經驗針對側腕骨穴，加同側後溪作為牽引穴極效。,腕管綜合徵,169
痛症,手足,111,腕管綜合徵二針,側三里穴,側三里穴在小腿前外側，當犢鼻下3寸，距脛骨前緣約一橫指向外（少陽經方向）橫開1.5寸。（附圖53）,直刺進針 0.5~1 寸，進針得氣後，囑患者左右輕微活動腕部（不可前後活動），留針 30 分鐘，每 5~10 分鐘捻針 1 次，並囑患者每隔幾分鐘即左右輕微活動腕部。,側三里穴位於陽明經（土經）與少陽經（木經）之間，在足三里旁開1.5寸，治療因木土（筋、肉）不和引起的病證皆有療效。治療手指、手腕、手掌疼痛，依筆者經驗，再加側下三里成倒馬，如此雙穴相輔相成，療效更佳。,images/圖7-24_側三里穴.jpg,此為兩個特效針遠近配合組成的特效對針。治療腕管綜合徵最常取五虎一、側三里穴。根據太極全息對應，五虎一穴部位在上，所以能治療手指痠痛、肌腱炎、指屈肌腱狹窄性腱鞘炎、風溼性關節炎、手腕疼痛等。側三里穴善於治療木土（筋、肉）不和引起的病證，如手指、手腕、手掌疼痛等，效果甚好。此外針腎關穴治療手腕痛亦同側三里一樣，效果很好，這些都是手足對應理論的發揮。此外，側腕腕骨穴部位疼痛，多因摔倒時用手撐地所致，據筆者臨床經驗針對側腕骨穴，加同側後溪作為牽引穴極效。,腕管綜合徵,169
痛症,手足,112,膝痛二針 A,內關,在前臂掌側，當曲澤與大陵的連線上，腕橫紋上2寸（從腕橫紋至肘橫紋共12寸，當前臂近端1/6與遠端5/6處），掌長肌腱與橈側腕屈肌腱之間。（附圖22）,仰掌伸手取穴，病在左側取右側，病在右側取左側。直刺0.8~1寸，從兩筋間刺入，針刺得氣後，囑患者做膝部伸直屈伸活動，可立覺輕鬆。一般留針30分鐘，每隔10分鐘捻針1次，或留針45分鐘，每隔15分鐘捻針1次，捻針時仍囑患者活動膝部0.5~1分鐘。,（1）內關為筆者治膝痛第一要穴，在筆者1975年出版的《針灸經緯》中就已詳述。 （2）手厥陰心包經與足陽明胃經相通，陽明經多氣多血，故本穴善於調理氣血。由於胃經透過膝眼，與膝痛關係密切，而內關透過胃與心包臟腑別通，故本穴善治膝痛。 （3）內關是手厥陰心包經絡穴，又位居兩筋之間，與筋相應，“以筋治筋”，故本穴治療筋病如痙攣與屈伸不利之膝痛，效果很好。 （4）內關是八脈交會穴之一，通於陰維脈，又為手厥陰心包經之絡穴，別走手少陽三焦經，理氣作用極強，絡穴善治血分病，故本穴氣血皆調，為臨床治療膝痛常用穴。,,此為臟腑別通、體應、同名經相通組成的特效對針。筆者常用健側（對側）內關，配患側（同側）太沖來治療膝痛，能很快見效。內關穴和太沖穴都是治療穴，也可以說患側太沖是牽引穴，牽引穴最常用的穴位是滎穴和輸穴，尤其是輸穴，因為“輸主體重節痛”，內關與太沖一起使用效果非常好。此兩穴上下交叉，能形成交濟作用，調氣作用很好。內關配太沖治療膝痛，稱為“膝痛楊二針A”。,膝痛,170
痛症,手足,112,膝痛二針 A,太沖,在足背側，足大趾本節後2寸，當第1蹠骨間隙的後方凹陷處。（附圖31）,取患側，針刺時從足背向下進針。針入0.5寸，囑患者每隔數分鐘活動膝部（做伸直及屈伸活動），以引針氣，患者膝部可立覺輕鬆，留針30分鐘，每隔10分鐘捻針1次，或留針45分鐘，每隔15分鐘捻針1次，捻針時仍囑患者活動膝部。,"（1）太沖自古以來就是治療膝痛要穴。《肘後歌》《席弘賦》中都說太沖可以治療膝痛，《通玄指要賦》《勝玉歌》中則說太沖能治行步艱難。 (2) 太沖乃肝經原穴, 善於理氣, 肝藏血, 故太沖可疏肝理氣、開鬱行血。 (3) 太沖為肝經輸土穴, 即木經土穴, 能疏肝祛風 (木的作用), 還能調理脾胃、除溼 (土的作用)。膝痛常由風與溼邪導致 (木或土), 本穴能治風、祛溼, 治膝痛甚效。 （4）中醫學有“膝者筋之府”之說，肝主筋，太沖在肝經上，故能治筋病，太沖穴屬土，故能治肌肉疾病，可肝脾兩治。太沖穴下有太沖脈，若太沖穴再向後貼骨就是火主穴，太沖透刺火主治療膝痛效果更佳，蓋貼骨進針應腎，以骨治骨，所以說針太沖能筋、骨、脈並治。",,此為臟腑別通、體應、同名經相通組成的特效對針。筆者常用健側（對側）內關，配患側（同側）太沖來治療膝痛，能很快見效。內關穴和太沖穴都是治療穴，也可以說患側太沖是牽引穴，牽引穴最常用的穴位是滎穴和輸穴，尤其是輸穴，因為“輸主體重節痛”，內關與太沖一起使用效果非常好。此兩穴上下交叉，能形成交濟作用，調氣作用很好。內關配太沖治療膝痛，稱為“膝痛楊二針A”。,膝痛,170
痛症,手足,113,膝痛二針 B,心門穴,在尺骨鷹嘴突起下1.5寸，貼骨取穴。心門穴在小腸經合穴附近。（附圖48）,手撫胸取穴，針入1.5~2寸，囑患者每隔數分鐘活動膝部（做伸直及屈伸活動），以引針氣，患者膝部可立覺輕鬆。留針30分鐘，每隔10分鐘捻針1次，或留針45分鐘，每隔15分鐘捻針1次，捻針時仍囑患者活動膝部。,"（1）本穴位於手太陽小腸經合穴小海附近，心經與小腸經相表裡，故本穴能治心疾。筆者以太極全息觀認為本穴接近肘尖與膝對應，故用於治療膝痛甚效（治療內側膝痛尤效）。 (2) 本穴貼骨進針, 又手太陽小腸經主液, 所以本穴善治膝部骨刺及遲行性關節炎 (滑囊液不足)。近幾年筆者用心門治療膝痛, 尤其是骨刺膝痛者, 配患側太沖, 效果顯著。",images/圖3-15_心門穴.jpg,此為全息、體應配伍組成的特效對針。心門、火主皆貼骨進針，心門全息對應膝蓋，火主緊鄰太沖，有太沖之效用，兩穴合用治療膝痛甚效，尤其善於治療膝部骨刺及遲行性關節炎（滑囊液不足）。筆者數十年來以內關配太沖治療多例膝痛患者甚效，此外，心門配火主治療膝痛亦甚效。筆者臨床治癒膝痛患者已有數百人。心門配火主稱為“膝痛楊二針B”。“膝痛楊二針A”與“膝痛楊二針B”兩組穴位可以交替輪針。治療膝痛患者只用上述方法即可。對於久病痼疾者，可刺血膏肓俞，加速痊癒。,膝痛,170
痛症,手足,113,膝痛二針 B,火主穴,在太沖穴後5分，貼骨。（附圖51）,自上向下直刺，針刺深度0.5~1寸。針入後，令患者稍活動膝部，留針30分鐘，每5~10分鐘捻針1次，並囑患者每隔幾分鐘活動膝部。,（1）火主在太沖穴後貼近骨緣。有許多針灸古籍中將太沖定位在火主穴處，有人認為此穴即為古之太沖穴。太沖善治風溼及筋肉疾病。 （2）太沖穴下有太沖脈，本穴貼骨治骨，與腎相應，針之可治筋、肉、骨、脈疾病，治療膝痛療效甚好。,images/圖6-3_火主穴.jpg,此為全息、體應配伍組成的特效對針。心門、火主皆貼骨進針，心門全息對應膝蓋，火主緊鄰太沖，有太沖之效用，兩穴合用治療膝痛甚效，尤其善於治療膝部骨刺及遲行性關節炎（滑囊液不足）。筆者數十年來以內關配太沖治療多例膝痛患者甚效，此外，心門配火主治療膝痛亦甚效。筆者臨床治癒膝痛患者已有數百人。心門配火主稱為“膝痛楊二針B”。“膝痛楊二針A”與“膝痛楊二針B”兩組穴位可以交替輪針。治療膝痛患者只用上述方法即可。對於久病痼疾者，可刺血膏肓俞，加速痊癒。,膝痛,170
痛症,手足,114,腳踝痛二針,小節穴,在大指本節掌骨旁（在肺經上）赤白肉際處。（附圖45）,握拳（大拇指內縮）取穴，貼骨進針，針尖向大陵穴方向刺進0.5寸。得氣後邊捻針邊令患者活動患側腳踝（由輕到重），疼痛即刻減輕。留針30分鐘，留針期間反覆運針3~4次，運針時仍囑患者活動腳踝。,（1）小節是筆者研創之奇穴，根據太極對應，本穴是治療腳踝痛及腳踝扭傷的特效穴位。 （2）內足踝與脾經關係密切，外足踝與膀胱經關係密切。本穴位於手太陰肺經，手太陰肺經與足太陰脾經相通，且肺與膀胱臟腑別通，故針刺本穴可以治療內、外側足踝疼痛。 （3）筆者曾以小節穴治癒數百例內、外足踝扭傷患者，包括國家隊運動員，多數患者治療1次後痊癒。,images/noref_小節穴.jpg,此為太極全息及牽引穴配伍組成的特效對針。筆者治療腳踝疼痛數年不愈者，常針刺小節穴，但手指部位離腳踝處較遠，所謂“治下焦如權”，針小節時深度應至地部，然後視腳踝疼痛部位在內、外腳踝處加牽引針，內踝痛者加脾經輸穴太白，外踝痛者加膽經輸穴足臨泣，兩穴皆為輸穴，治療痛證皆有特效。小節配太白稱為“踝二針A”，小節配足臨泣稱為“踝二針B”。 筆者按：若腳踝扭傷紅腫，可先針手解穴消腫止痛，再針上述對針，可收到較好效果。,腳踝痛,172
痛症,手足,114,腳踝痛二針,牽引針,依病變部位循經選取牽引穴,依正文所列病變選取相應牽引穴,腳踝疼痛，可針刺小節穴加牽引針，雙針配合，治療腳踝痛效果尤佳。內踝痛患者加脾經太白穴牽引，外踝痛患者加膽經足臨泣穴牽引。,,此為太極全息及牽引穴配伍組成的特效對針。筆者治療腳踝疼痛數年不愈者，常針刺小節穴，但手指部位離腳踝處較遠，所謂“治下焦如權”，針小節時深度應至地部，然後視腳踝疼痛部位在內、外腳踝處加牽引針，內踝痛者加脾經輸穴太白，外踝痛者加膽經輸穴足臨泣，兩穴皆為輸穴，治療痛證皆有特效。小節配太白稱為“踝二針A”，小節配足臨泣稱為“踝二針B”。 筆者按：若腳踝扭傷紅腫，可先針手解穴消腫止痛，再針上述對針，可收到較好效果。,腳踝痛,172
痛症,手足,115,足跟痛二針,靈骨穴,在手背，拇指與食指叉骨間，合谷穴向後第1掌骨與第2掌骨接合處。（附圖42）,取健側穴位，握拳取穴，在拇指、食指叉骨間，第1掌骨與第2掌骨接合處貼骨進針，直刺1.5寸。針入後令患者踩跺患側足跟部活動1~2分鐘。留針30分鐘，每隔10分鐘捻針1次，捻針時仍囑患者踩跺患側足跟部。,"（1）足跟痛是臨床常見疾病之一，中醫學認為足跟痛與風、寒、溼邪有關。靈骨穴在合谷（木）與陽溪（火）之間，有補氣溫陽的作用，善於治療風、寒、溼邪導致的疾病。 (2) 根據太極全息對應, 靈骨對應足跟, 因此能治療足跟痛。 （3）西醫學認為足跟痛多因鈣鹽沉積於韌帶或肌筋，也可因跟骨骨質增生導致。本穴貼骨進針應腎，以骨治骨，治療足跟骨刺甚效。筆者在臨床時發現，在針刺5~10分鐘後，自覺足跟處有不同程度炙熱感的患者，療效更佳。",images/圖2-11_靈骨穴.jpg,此為太極全息、體應、經絡及牽引穴配伍組成的特效對針。治療足跟痛的穴位，大部分都在手上（靈骨、大陵、足跟點、五虎五等），多與全息對應有關，取上述任一穴治療足跟痛皆有效。筆者最常取靈骨穴配腳上的束骨穴作為牽引，療效甚好。靈骨在太極全息中對應足跟，針刺靈骨能溫陽祛寒，且貼骨進針，善治骨疾（足跟痛常因骨刺引起）。足跟痛患者多有腎虛之象，束骨為水經木穴，對於腎虛導致的足跟痛能起補水潤木的作用。束骨作為治療針也是牽引針（因此針患側較好）。靈骨與束骨配合治療足跟痛特效，稱為“足跟二針”。,足跟痛,173
痛症,手足,115,足跟痛二針,束骨,在足外側，足小趾本節(第5蹠趾關節)的後方，赤白肉際處。(附圖9),取患側穴位，直刺1寸。針入後令患者踩踩患側足跟部1~2分鐘。留 針 30 分鐘，每隔 10 分鐘捻針 1 次，捻針時仍囑患者踩跺患側足跟部。,"（1）束骨是膀胱經輸穴，輸主體重節痛，故本穴可用於治療痛證，“經脈所過，主治所及”，本穴對於本經所過之處出現的痛證皆有療效。 (2) 束骨為水經木穴, 對於腎虛導致的足跟痛能起補水潤木的作用。 （3）足跟痛常因骨刺引起，本穴貼骨進針，善治骨疾，對於腎虛引起的足跟痛甚效。",,此為太極全息、體應、經絡及牽引穴配伍組成的特效對針。治療足跟痛的穴位，大部分都在手上（靈骨、大陵、足跟點、五虎五等），多與全息對應有關，取上述任一穴治療足跟痛皆有效。筆者最常取靈骨穴配腳上的束骨穴作為牽引，療效甚好。靈骨在太極全息中對應足跟，針刺靈骨能溫陽祛寒，且貼骨進針，善治骨疾（足跟痛常因骨刺引起）。足跟痛患者多有腎虛之象，束骨為水經木穴，對於腎虛導致的足跟痛能起補水潤木的作用。束骨作為治療針也是牽引針（因此針患側較好）。靈骨與束骨配合治療足跟痛特效，稱為“足跟二針”。,足跟痛,173
